DT_GERACAO,HH_GERACAO,AA_ELEICAO,SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,NR_ZONA,CD_GENERO,DS_GENERO,CD_ESTADO_CIVIL,DS_ESTADO_CIVIL,CD_FAIXA_ETARIA,DS_FAIXA_ETARIA,CD_GRAU_ESCOLARIDADE,DS_GRAU_ESCOLARIDADE,CD_RACA_COR,DS_RACA_COR,CD_IDENTIDADE_GENERO,DS_IDENTIDADE_GENERO,CD_QUILOMBOLA,DS_QUILOMBOLA,CD_INTERPRETE_LIBRAS,DS_INTERPRETE_LIBRAS,QT_ELEITORES,QT_ELEITORES_BIOMETRIA,QT_ELEITORES_DEFICIENCIA,QT_ELEITORES_NOME_SOCIAL
25/08/2025,19:25:01,2022,SP,71978,TREMEMBÉ,314,4,FEMININO,9,DIVORCIADO,4549,45 a 49 anos,8,SUPERIOR COMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,36,35,0,0
25/08/2025,19:25:01,2022,SP,71978,TREMEMBÉ,314,4,FEMININO,9,DIVORCIADO,5559,55 a 59 anos,8,SUPERIOR COMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,47,45,1,0
25/08/2025,19:25:01,2022,SP,71978,TREMEMBÉ,314,4,FEMININO,9,DIVORCIADO,6064,60 a 64 anos,2,LÊ E ESCREVE,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,2,2,0,0
25/08/2025,19:25:01,2022,SP,71978,TREMEMBÉ,314,4,FEMININO,9,DIVORCIADO,6064,60 a 64 anos,7,SUPERIOR INCOMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,7,6,0,0
25/08/2025,19:25:01,2022,SP,71978,TREMEMBÉ,314,4,FEMININO,9,DIVORCIADO,7074,70 a 74 anos,5,ENSINO MÉDIO INCOMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,3,3,0,0
25/08/2025,19:25:01,2022,SP,71978,TREMEMBÉ,314,4,FEMININO,9,DIVORCIADO,7579,75 a 79 anos,6,ENSINO MÉDIO COMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,8,5,2,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,1,SOLTEIRO,1600,16 anos,3,ENSINO FUNDAMENTAL INCOMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,1,0,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,1,SOLTEIRO,1700,17 anos,5,ENSINO MÉDIO INCOMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,163,0,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,1,SOLTEIRO,1700,17 anos,6,ENSINO MÉDIO COMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,15,0,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,1,SOLTEIRO,1700,17 anos,7,SUPERIOR INCOMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,1,0,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,1,SOLTEIRO,1800,18 anos,3,ENSINO FUNDAMENTAL INCOMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,9,3,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,1,SOLTEIRO,1900,19 anos,4,ENSINO FUNDAMENTAL COMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,21,7,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,1,SOLTEIRO,2529,25 a 29 anos,2,LÊ E ESCREVE,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,6,4,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,1,SOLTEIRO,2529,25 a 29 anos,4,ENSINO FUNDAMENTAL COMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,125,90,1,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,1,SOLTEIRO,3034,30 a 34 anos,2,LÊ E ESCREVE,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,11,9,1,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,1,SOLTEIRO,3539,35 a 39 anos,5,ENSINO MÉDIO INCOMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,447,164,2,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,1,SOLTEIRO,4044,40 a 44 anos,8,SUPERIOR COMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,264,236,2,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,1,SOLTEIRO,5054,50 a 54 anos,3,ENSINO FUNDAMENTAL INCOMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,516,334,6,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,1,SOLTEIRO,7074,70 a 74 anos,2,LÊ E ESCREVE,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,39,27,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,1,SOLTEIRO,7579,75 a 79 anos,7,SUPERIOR INCOMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,1,0,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,1,SOLTEIRO,8084,80 a 84 anos,6,ENSINO MÉDIO COMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,3,0,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,1,SOLTEIRO,8589,85 a 89 anos,3,ENSINO FUNDAMENTAL INCOMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,2,1,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,1,SOLTEIRO,9094,90 a 94 anos,1,ANALFABETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,3,0,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,1,SOLTEIRO,9999,100 anos ou mais,2,LÊ E ESCREVE,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,1,0,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,3,CASADO,2000,20 anos,5,ENSINO MÉDIO INCOMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,3,2,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,3,CASADO,3034,30 a 34 anos,4,ENSINO FUNDAMENTAL COMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,82,73,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,3,CASADO,3034,30 a 34 anos,8,SUPERIOR COMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,103,94,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,3,CASADO,3539,35 a 39 anos,1,ANALFABETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,4,4,1,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,3,CASADO,3539,35 a 39 anos,6,ENSINO MÉDIO COMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,686,642,3,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,3,CASADO,4044,40 a 44 anos,1,ANALFABETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,9,6,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,3,CASADO,4044,40 a 44 anos,2,LÊ E ESCREVE,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,19,17,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,3,CASADO,4549,45 a 49 anos,4,ENSINO FUNDAMENTAL COMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,182,167,3,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,3,CASADO,5054,50 a 54 anos,4,ENSINO FUNDAMENTAL COMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,165,151,1,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,3,CASADO,5559,55 a 59 anos,7,SUPERIOR INCOMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,52,44,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,3,CASADO,6064,60 a 64 anos,1,ANALFABETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,62,52,2,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,3,CASADO,6569,65 a 69 anos,7,SUPERIOR INCOMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,58,49,1,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,3,CASADO,6569,65 a 69 anos,8,SUPERIOR COMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,180,168,1,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,3,CASADO,7074,70 a 74 anos,4,ENSINO FUNDAMENTAL COMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,83,73,3,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,3,CASADO,7579,75 a 79 anos,6,ENSINO MÉDIO COMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,71,46,3,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,3,CASADO,7579,75 a 79 anos,8,SUPERIOR COMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,99,81,3,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,3,CASADO,8084,80 a 84 anos,1,ANALFABETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,29,7,2,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,3,CASADO,8084,80 a 84 anos,2,LÊ E ESCREVE,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,78,25,3,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,3,CASADO,8084,80 a 84 anos,6,ENSINO MÉDIO COMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,30,20,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,3,CASADO,8589,85 a 89 anos,7,SUPERIOR INCOMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,2,1,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,5,VIÚVO,6064,60 a 64 anos,6,ENSINO MÉDIO COMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,7,6,1,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,5,VIÚVO,6064,60 a 64 anos,8,SUPERIOR COMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,6,5,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,5,VIÚVO,6569,65 a 69 anos,3,ENSINO FUNDAMENTAL INCOMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,19,19,2,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,5,VIÚVO,6569,65 a 69 anos,8,SUPERIOR COMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,8,8,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,5,VIÚVO,7074,70 a 74 anos,2,LÊ E ESCREVE,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,13,13,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,5,VIÚVO,7579,75 a 79 anos,2,LÊ E ESCREVE,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,5,4,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,5,VIÚVO,7579,75 a 79 anos,3,ENSINO FUNDAMENTAL INCOMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,14,11,1,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,5,VIÚVO,8589,85 a 89 anos,2,LÊ E ESCREVE,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,3,1,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,5,VIÚVO,9094,90 a 94 anos,3,ENSINO FUNDAMENTAL INCOMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,3,3,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,5,VIÚVO,9999,100 anos ou mais,2,LÊ E ESCREVE,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,1,0,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,7,SEPARADO JUDICIALMENTE,2529,25 a 29 anos,6,ENSINO MÉDIO COMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,1,1,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,7,SEPARADO JUDICIALMENTE,3034,30 a 34 anos,6,ENSINO MÉDIO COMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,6,6,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,7,SEPARADO JUDICIALMENTE,3539,35 a 39 anos,8,SUPERIOR COMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,3,2,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,7,SEPARADO JUDICIALMENTE,4044,40 a 44 anos,6,ENSINO MÉDIO COMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,11,8,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,7,SEPARADO JUDICIALMENTE,5054,50 a 54 anos,7,SUPERIOR INCOMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,3,3,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,7,SEPARADO JUDICIALMENTE,6064,60 a 64 anos,5,ENSINO MÉDIO INCOMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,8,6,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,7,SEPARADO JUDICIALMENTE,6569,65 a 69 anos,3,ENSINO FUNDAMENTAL INCOMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,28,26,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,7,SEPARADO JUDICIALMENTE,7074,70 a 74 anos,7,SUPERIOR INCOMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,3,1,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,7,SEPARADO JUDICIALMENTE,7074,70 a 74 anos,8,SUPERIOR COMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,16,13,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,7,SEPARADO JUDICIALMENTE,8084,80 a 84 anos,5,ENSINO MÉDIO INCOMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,1,0,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,7,SEPARADO JUDICIALMENTE,8084,80 a 84 anos,8,SUPERIOR COMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,5,0,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,7,SEPARADO JUDICIALMENTE,9094,90 a 94 anos,5,ENSINO MÉDIO INCOMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,2,0,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,9,DIVORCIADO,3034,30 a 34 anos,3,ENSINO FUNDAMENTAL INCOMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,3,3,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,9,DIVORCIADO,3539,35 a 39 anos,3,ENSINO FUNDAMENTAL INCOMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,7,7,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,9,DIVORCIADO,4044,40 a 44 anos,8,SUPERIOR COMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,42,41,1,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,9,DIVORCIADO,5559,55 a 59 anos,1,ANALFABETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,6,6,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,9,DIVORCIADO,5559,55 a 59 anos,2,LÊ E ESCREVE,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,6,6,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,9,DIVORCIADO,5559,55 a 59 anos,5,ENSINO MÉDIO INCOMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,9,8,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,9,DIVORCIADO,6569,65 a 69 anos,1,ANALFABETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,11,10,1,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,9,DIVORCIADO,6569,65 a 69 anos,5,ENSINO MÉDIO INCOMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,14,11,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,9,DIVORCIADO,7074,70 a 74 anos,1,ANALFABETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,9,9,1,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,9,DIVORCIADO,7074,70 a 74 anos,5,ENSINO MÉDIO INCOMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,2,2,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,9,DIVORCIADO,7074,70 a 74 anos,6,ENSINO MÉDIO COMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,23,21,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,9,DIVORCIADO,7579,75 a 79 anos,4,ENSINO FUNDAMENTAL COMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,6,6,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,9,DIVORCIADO,7579,75 a 79 anos,6,ENSINO MÉDIO COMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,15,12,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,9,DIVORCIADO,7579,75 a 79 anos,7,SUPERIOR INCOMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,3,2,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,2,MASCULINO,9,DIVORCIADO,9094,90 a 94 anos,3,ENSINO FUNDAMENTAL INCOMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,1,1,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,4,FEMININO,1,SOLTEIRO,1600,16 anos,4,ENSINO FUNDAMENTAL COMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,12,0,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,4,FEMININO,1,SOLTEIRO,1800,18 anos,6,ENSINO MÉDIO COMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,243,0,1,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,4,FEMININO,1,SOLTEIRO,1800,18 anos,7,SUPERIOR INCOMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,17,1,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,4,FEMININO,1,SOLTEIRO,1900,19 anos,3,ENSINO FUNDAMENTAL INCOMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,15,3,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,4,FEMININO,1,SOLTEIRO,1900,19 anos,7,SUPERIOR INCOMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,28,4,1,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,4,FEMININO,1,SOLTEIRO,2000,20 anos,5,ENSINO MÉDIO INCOMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,172,144,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,4,FEMININO,1,SOLTEIRO,2124,21 a 24 anos,8,SUPERIOR COMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,32,28,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,4,FEMININO,1,SOLTEIRO,2529,25 a 29 anos,3,ENSINO FUNDAMENTAL INCOMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,142,97,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,4,FEMININO,1,SOLTEIRO,2529,25 a 29 anos,5,ENSINO MÉDIO INCOMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,507,301,2,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,4,FEMININO,1,SOLTEIRO,2529,25 a 29 anos,8,SUPERIOR COMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,293,269,0,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,4,FEMININO,1,SOLTEIRO,3539,35 a 39 anos,6,ENSINO MÉDIO COMPLETO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,872,748,5,0
25/08/2025,19:25:01,2022,SP,72095,UBATUBA,144,4,FEMININO,1,SOLTEIRO,4044,40 a 44 anos,2,LÊ E ESCREVE,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,-1,NÃO INFORMADO,31,22,1,0
